Title,ADDRESS_MD5Digest,ADDRESS_strcmp,ADDRESS_OSGetTime,ADDRESS_OSDisableInterrupts,ADDRESS_OSRestoreInterrupts,ADDRESS_DCFlushRange,ADDRESS_ICInvalidateRange,ADDRESS_IOS_Open,ADDRESS_IOS_Close,ADDRESS_IOS_Read,ADDRESS_IOS_Ioctlv,ADDRESS_NASWII_AC_URL,ADDRESS_NASWII_AC_URL_POINTER,ADDRESS_NASWII_PR_URL,ADDRESS_NASWII_PR_URL_POINTER,ADDRESS_AVAILABLE_URL,ADDRESS_DWCi_Auth_SendRequest,ADDRESS_DWCi_Auth_HandleResponse,ADDRESS_DWC_AUTH_ADD_MACADDR,ADDRESS_DWC_AUTH_ADD_CSNUM,ADDRESS_AUTH_HANDLERESP_HOOK,ADDRESS_AUTH_HANDLERESP_CONTINUE,ADDRESS_AUTH_HANDLERESP_ERROR,ADDRESS_AUTH_HANDLERESP_OUT,AUTH_HANDLERESP_UNPATCH,LOAD_AUTH_REQ_INST_01,LOAD_AUTH_REQ_INST_02,LOAD_AUTH_REQ_INST_01_P,ADDRESS_NHTTPCreateRequest,ADDRESS_NHTTPSendRequestAsync,ADDRESS_NHTTPDestroyResponse,ADDRESS_NHTTPStartup,ADDRESS_DWC_ERROR,ADDRESS_DWCi_SetError,ADDRESS_DWCi_HandleGPError,ADDRESS_HBM_ALLOCATOR,ADDRESS_BMST_RSO_LOCATOR,ADDRESS_GH_ALLOC_FUNCTION,ADDRESS_PES_ALLOC_FUNCTION,ADDRESS_SSBB_GET_HEAP_FUNCTION,ADDRESS_SKIP_DNS_CACHE,ADDRESS_SKIP_DNS_CACHE_CONTINUE,ADDRESS_gethostbyname,ADDRESS_SOiAlloc,ADDRESS_SOiFree,ADDRESS_SOSocket,ADDRESS_SOClose,ADDRESS_SOBind,ADDRESS_SOConnect,ADDRESS_SOGetSockName,ADDRESS_SORecvFrom,ADDRESS_SORecv,ADDRESS_SOSendTo,ADDRESS_SOSend,ADDRESS_SOFcntl,ADDRESS_SOShutdown,ADDRESS_SOPoll,ADDRESS_SOInetAtoN,ADDRESS_SOGetAddrInfo,ADDRESS_SOFreeAddrInfo,ADDRESS_SOSetSockOpt,ADDRESS_SOGetInterfaceOpt,ADDRESS_DWC_Printf,ADDRESS_OSReport,ADDRESS_GHIPARSEURL_HTTPS_PATCH,ADDRESS_NHTTP_HTTPS_PORT_PATCH,ADDRESS_NHTTPi_SocSSLConnect,ADDRESS_PATCH_SECURITY_GT2MATCHCOMMAND,ADDRESS_PATCH_SECURITY_QR2MATCHCOMMAND,ADDRESS_gpiAppendStringToBuffer,ADDRESS_gpiAppendIntToBuffer,ADDRESS_PATCH_GPISENDLOGIN,ADDRESS_PATCH_GPIADDLOCALINFO,ADDRESS_DWC_Base64Encode,ADDRESS_DWCi_GetUserData,ADDRESS_DWCi_GetGPBuddyAdditionalMsg,ADDRESS_RealMode,ADDRESS_OSInitSystemCall_Tail,ADDRESS_GTI2_BUFFER,ADDRESS_SBCM_RETURN,ADDRESS_OSYieldThread,ADDRESS_sendto,ADDRESS_stpLoginCnt,ADDRESS_stpFriendCnt,ADDRESS_AUTH_RESULT,ADDRESS_NATNEG_SET_COMPLETED_DELAY,ADDRESS_GT2_PORT_PATCH,GT2_PORT_PATCH_REG,ADDRESS_gt2AddressToString,ADDRESS_gt2CreateSocket,ADDRESS_SCGetProductSN,ADDRESS_ESP_FD,ADDRESS_gpiValueForKey,ADDRESS_PATCH_gpiCheckForError,TYPE_gpiCheckForError,ADDRESS_atoi,ADDRESS_gpiCallErrorCallback,ADDRESS_PATCH_DWCi_HandleGPError
RTKKD00,0x80070874,0x8005EAA8,0x80168060,0x8016421C,0x80164244,0x8015FD08,0x8015FDC0,0x80151E6C,0x8015204C,0x801521F4,0x80152A6C,0x801AAA18,0x801AAA68,0x801AAA98,0x801AAAE8,0x801AB230,0x8006D7DC,0x8006E320,0x8006DF78,0x8006E18C,0x8006E49C,0x8006E4B4,0x8006EBF4,0x8006EC48,0x80A1000C,"lwz %r5, -0x6E34(%r13)","addi %r5, %r5, 0x59E0","lwz %r5, -0x6E34(%r13)",0x800B13A8,0x800B160C,0x800B16A8,0x800B10E0,0x8023C300,0x00000000,0x8009B5CC,0x80223B54,0x00000000,0x00000000,0x00000000,0x00000000,0x8009A920,0x8009AB14,0x80071084,0x800B3DB8,0x800B3EA0,0x800B450C,0x800B46D0,0x800B4774,0x800B485C,0x800B4944,0x800B4A40,0x800B4A68,0x800B4A8C,0x800B4AB4,0x800B4AD8,0x800B4C08,0x800B4CBC,0x800B4E18,0x800B562C,0x800B5910,0x800B5974,0x800B5A78,0x80095574,0x80160B24,0x00000000,0x800AC58C,0x800AD1F4,0x00000000,0x800A7CDC,0x80076CE4,0x80076D40,0x80078480,0x80079E90,0x80094A74,0x800996D4,0x800A0860,0x80165288,0x80166AB4,0x8023CA80,0x80088428,0x00000000,0x80070E40,0x803FB748,0x803FB730,0x8023C300,0x8008E408,0x8009B240,31,0x8008676C,0x800826AC,0x800CA808,0x803FB198,0x80080B84,0x80080B48,0x00000000,0x80060CC4,0x80077594,0x8009B734
R4CKD00,0x8037D36C,0x803AFC04,0x80273664,0x8026DCE4,0x8026DD0C,0x80269924,0x80269A08,0x802F0750,0x802F0930,0x802F0AD8,0x802F1438,0x804AC4B0,0x804AC500,0x804AC530,0x804AC580,0x804B0898,0x80364710,0x80365254,0x80364EAC,0x803650C0,0x803653D0,0x803653E8,0x80365B28,0x80365B7C,0x80A1000C,"lwz %r5, -0x3DFC(%r13)","addi %r5, %r5, 0x59E0","lwz %r5, -0x3DFC(%r13)",0x8035C0C0,0x8035C324,0x8035C3C0,0x8035BDF8,0x80652E18,0x00000000,0x8036CAE0,0x804A7BE4,0x00000000,0x00000000,0x00000000,0x00000000,0x8036C234,0x8036C428,0x8037DB7C,0x8035EE24,0x8035EF0C,0x8035F578,0x8035F73C,0x8035F7E0,0x8035F8C8,0x8035F9B0,0x8035FAAC,0x8035FAD4,0x8035FAF8,0x8035FB20,0x8035FB44,0x8035FC74,0x8035FD28,0x8035FE84,0x80360698,0x8036097C,0x803609E0,0x80360AE4,0x80368240,0x8026A76C,0x80399B94,0x803572A4,0x80357F0C,0x00000000,0x8037781C,0x80383BF4,0x80383C50,0x80385390,0x80386DA0,0x80367740,0x8036AFE8,0x80370FA0,0x8026F714,0x802717EC,0x80653EA0,0x8039511C,0x8027204C,0x8037D938,0x8065C3F8,0x8065C3E0,0x80652E18,0x803A0374,0x8036C754,31,0x8039365C,0x8038F5BC,0x802E9328,0x8065A4C8,0x8038DA94,0x8038DA58,0x00000000,0x803B1EC4,0x803844A4,0x8036CC48
ST7PD00,0x803DF720,0x8030080C,0x802D32A0,0x802CF3E0,0x802CF420,0x802CBD70,0x802CBE60,0x802B9430,0x802B9620,0x802B97D0,0x802BA160,0x804A8B38,0x804A8B88,0x804A8BB8,0x804A8C08,0x804A9540,0x803DBBA0,0x803DC6F0,0x803DC340,0x803DC554,0x803DC870,0x803DC888,0x803DCFE4,0x803DD038,0x80A1000C,"lwz %r5, 0x380(%r26)","addi %r5, %r5, 0x59C4","lis %r5, 0x8081; lwz %r5, 0x0940(%r5)",0x803145F8,0x80314804,0x803148A0,0x80314260,0x808105C0,0x803B3AD0,0x803B80C0,0x00000000,0x8054CD0C,0x00000000,0x00000000,0x00000000,0x803B940C,0x803B9600,0x803E03F0,0x80316FB4,0x8031709C,0x80317708,0x803178CC,0x80317970,0x80317A58,0x80317B40,0x80317C3C,0x80317C64,0x80317C88,0x80317CB0,0x80317CD4,0x80317E04,0x80317EB8,0x80318014,0x80318828,0x80318B0C,0x80318B70,0x80318C74,0x803B4050,0x80013BBC,0x00000000,0x8030F68C,0x80310374,0x803D3544,0x803D36DC,0x803E6270,0x803E62D0,0x803E7A58,0x803E9590,0x803B3640,0x803B7FC0,0x00000000,0x802D03F0,0x802D1BE0,0x80810C70,0x803F86AC,0x00000000,0x803E0170,0x8080FC78,0x8080FC60,0x808105C0,0x00000000,0x803BAB58,30,0x803F6A80,0x803F2630,0x802D9160,0x80817168,0x803F0C00,0x803F0AE0,0x00000001,0x80302984,0x803E6B70,0x803BAFFC
RTLJD00,0x801D5808,0x80306FF4,0x8028AC5C,0x80286DA8,0x80286DD0,0x802828E8,0x802829A0,0x802AADA4,0x802AAF84,0x802AB12C,0x802ABA8C,0x804577A0,0x804577F0,0x80457820,0x80457870,0x804581E0,0x801D0BBC,0x801D1700,0x801D1358,0x801D156C,0x801D187C,0x801D1894,0x801D1FD4,0x801D2028,0x80A1000C,"lwz %r5, -0x48EC(%r13)","addi %r5, %r5, 0x59E0","lwz %r5, -0x48EC(%r13)",0x8020CEC8,0x8020D12C,0x8020D1C8,0x8020CC00,0x8062ADF0,0x801BB65C,0x801C02B0,0x804517AC,0x00000000,0x00000000,0x00000000,0x00000000,0x801BFA24,0x801BFC18,0x801D6018,0x8020F8D8,0x8020F9C0,0x8021002C,0x802101F0,0x80210294,0x8021037C,0x80210464,0x80210560,0x80210588,0x802105AC,0x802105D4,0x802105F8,0x80210728,0x802107DC,0x80210938,0x8021114C,0x80211430,0x80211494,0x80211598,0x801BBA5C,0x80283704,0x801F68EC,0x802080AC,0x80208D14,0x00000000,0x801CAFE4,0x801DF18C,0x801DF1E8,0x801E0920,0x801E2330,0x801BB20C,0x801BE7D8,0x801C4768,0x80287D44,0x80289674,0x8062B600,0x801F04E8,0x80289ED4,0x801D5DD4,0x80716D30,0x80716D18,0x8062ADF0,0x801FD0CC,0x801BFF44,31,0x801EEA28,0x801EA988,0x802B13F0,0x807151D0,0x801E9024,0x801E8FE8,0x00000000,0x80309194,0x801DFA34,0x801C0418
RGHKD00,0x8030DA50,0x80359EB8,0x80270724,0x8026BB0C,0x8026BB34,0x802677FC,0x802678E0,0x80258F74,0x80259154,0x802592FC,0x80259C5C,0x803CFD98,0x803CFDE8,0x803CFE18,0x803CFE68,0x803D39B8,0x802F5CE8,0x802F682C,0x802F6484,0x802F6698,0x802F69A8,0x802F69C0,0x802F7100,0x802F7154,0x80A1000C,"lwz %r5, -0x6A2C(%r13)","addi %r5, %r5, 0x59E0","lwz %r5, -0x6A2C(%r13)",0x802F0E88,0x802F1094,0x802F1130,0x802F0BF0,0x805579E0,0x802F3518,0x802FC360,0x00000000,0x00000000,0x8009C5D0,0x00000000,0x00000000,0x802FB5DC,0x802FB7D0,0x8030E124,0x802E5860,0x802E5948,0x802E5FB4,0x802E6088,0x802E6320,0x802E6408,0x802E64F0,0x802E65EC,0x802E6614,0x802E6638,0x802E6660,0x802E6684,0x802E67B4,0x802E6868,0x802E69C4,0x802E71C0,0x802E74A4,0x802E760C,0x802E7710,0x802F3918,0x80268468,0x8032B5B0,0x802EABF0,0x802EB7FC,0x00000000,0x80309084,0x80315504,0x80315560,0x80316B1C,0x80318480,0x802F30C8,0x802FA348,0x803016A4,0x8026CB78,0x8026E860,0x80558AC0,0x8032556C,0x8026F0C0,0x8030DEE0,0x8055FAF0,0x8055FAE0,0x805579E0,0x803350F8,0x802FBFF4,31,0x80323AA4,0x8031FA54,0x802BF0D0,0x8055E9E8,0x8031E0F0,0x8031E0B4,0x00000000,0x8035C270,0x80315CCC,0x802FC4C8
SFVED00,0x804715F0,0x802AE450,0x803D7E20,0x803D3AC0,0x803D3B00,0x803CEC20,0x803CED10,0x803BC040,0x803BC230,0x803BC3E0,0x803BCC80,0x80572890,0x805728E0,0x80572910,0x80572960,0x80574048,0x804685D0,0x80469120,0x80468D70,0x80468F84,0x804692A0,0x804692B8,0x80469A14,0x80469A68,0x80A1000C,"lwz %r5, 0x380(%r26)","addi %r5, %r5, 0x59C4","lis %r5, 0x8069; lwz %r5, -0x2E80(%r5)",0x804A2134,0x804A23BC,0x804A2458,0x804A1D9C,0x8068CE00,0x00000000,0x8044AD90,0x80545EB4,0x00000000,0x00000000,0x00000000,0x00000000,0x8044C07C,0x8044C270,0x80472300,0x804A59B8,0x804A5AA0,0x804A610C,0x804A62D0,0x804A6374,0x804A645C,0x804A6544,0x804A6640,0x804A6668,0x804A668C,0x804A66B4,0x804A66D8,0x804A6808,0x804A68BC,0x804A6A18,0x804A722C,0x804A7510,0x804A7574,0x804A7678,0x80447580,0x803CFB00,0x8048F4B4,0x8049CE28,0x8049DC54,0x8045F714,0x00000000,0x80478640,0x804786A0,0x80479E28,0x8047B960,0x80446890,0x8044AC90,0x00000000,0x803D4AD0,0x803D6760,0x8068D698,0x8048A70C,0x00000000,0x80472040,0x8068C498,0x8068C480,0x8068CE00,0x00000000,0x8044CC68,30,0x80489040,0x80484BD0,0x803DEEF0,0x8057AE10,0x80482FD0,0x80482EB0,0x00000001,0x802B05E0,0x80478F40,0x8044D10C
S3DPD00,0x8026BDD0,0x800D75AC,0x800A8BC0,0x800A4030,0x800A4070,0x8009F830,0x8009F920,0x800ECD30,0x800ECF20,0x800ED0D0,0x800ED970,0x80317600,0x80317650,0x80317680,0x803176D0,0x80318268,0x80266120,0x80266C70,0x802668C0,0x80266AD4,0x80266DF0,0x80266E08,0x80267564,0x802675B8,0x80A1000C,"lwz %r5, 0x380(%r26)","addi %r5, %r5, 0x59C4","lis %r5, 0x8046; lwz %r5, 0x60C0(%r5)",0x8017179C,0x801719A8,0x80171A44,0x80171404,0x80465D40,0x8023DB60,0x80241CE0,0x802FBA04,0x00000000,0x00000000,0x00000000,0x00000000,0x80242FCC,0x802431C0,0x8026CAE0,0x801744AC,0x80174594,0x80174C00,0x80174DC4,0x80174E68,0x80174F50,0x80175038,0x80175134,0x8017515C,0x80175180,0x801751A8,0x801751CC,0x801752FC,0x801753B0,0x8017550C,0x80175D20,0x80176004,0x80176068,0x8017616C,0x8023E0E0,0x800A0710,0x80289FF4,0x8016C830,0x8016D518,0x8025CDC4,0x8025CF5C,0x80272E10,0x80272E70,0x802745F8,0x80276130,0x8023D6D0,0x80241BE0,0x00000000,0x800A5040,0x800A6C60,0x80466418,0x8028524C,0x00000000,0x8026C820,0x80465400,0x804653E8,0x80465D40,0x00000000,0x802444A8,30,0x80283620,0x8027F1D0,0x800F3D10,0x804784A8,0x8027D7A0,0x8027D680,0x00000001,0x800D9784,0x80273710,0x8024494C
RDSED01,0x802DC430,0x8023B888,0x80210EBC,0x8020D224,0x8020D24C,0x802089D4,0x80208AB8,0x80250FC8,0x802511A8,0x80251350,0x80251BC8,0x8039FC50,0x8039FCA0,0x8039FCD0,0x8039FD20,0x803A0740,0x802D7220,0x802D7D64,0x802D79BC,0x802D7BD0,0x802D7EE0,0x802D7EF8,0x802D8638,0x802D868C,0x80A1000C,"lwz %r5, -0x5DDC(%r13)","addi %r5, %r5, 0x59E0","lwz %r5, -0x5DDC(%r13)",0x802B95F8,0x802B9804,0x802B98A0,0x802B9360,0x806127E8,0x802BFABC,0x802C502C,0x80630CC4,0x00000000,0x00000000,0x00000000,0x00000000,0x802BFB78,0x802BFD70,0x802DCB04,0x802BB974,0x802BBA5C,0x802BC0C8,0x802BC19C,0x802BC434,0x802BC51C,0x802BC604,0x802BC700,0x802BC728,0x802BC74C,0x802BC774,0x802BC798,0x802BC8C8,0x802BC97C,0x802BCAD8,0x802BD2D4,0x802BD5B8,0x802BD720,0x802BD824,0x802C008C,0x80239B6C,0x802FA0C4,0x802B3360,0x802B3F6C,0x00000000,0x802D1DCC,0x802E3EE4,0x802E3F40,0x802E54FC,0x802E6E60,0x802BF66C,0x802C30E0,0x802CA3E0,0x8020E1C0,0x8020F81C,0x80612FE0,0x802F3F4C,0x00000000,0x802DC8C0,0x80632028,0x80632018,0x806127E8,0x8030077C,0x802C4CC0,31,0x802F2484,0x802EE434,0x80256F40,0x00000000,0x802ECAD0,0x802ECA94,0x00000000,0x8023DB48,0x802E46AC,0x802C5194
RM7PD00,0x802FCE34,0x80338910,0x8023D47C,0x802393C4,0x802393EC,0x802350E0,0x80235198,0x8026C740,0x8026C920,0x8026CAC8,0x8026D340,0x803B06A8,0x803B06F8,0x803B0728,0x803B0778,0x803B0EF8,0x802F8F10,0x802F9A54,0x802F96AC,0x802F98C0,0x802F9BD0,0x802F9BE8,0x802FA328,0x802FA37C,0x80A1000C,"lwz %r5, -0x3DDC(%r13)","addi %r5, %r5, 0x59E0","lwz %r5, -0x3DDC(%r13)",0x8032C110,0x8032C374,0x8032C410,0x8032BE48,0x805C6888,0x802E49A0,0x802EA480,0x803A94E4,0x00000000,0x00000000,0x00000000,0x00000000,0x802E9788,0x802E997C,0x802FD644,0x80323F50,0x80324038,0x803246A4,0x80324868,0x8032490C,0x803249F4,0x80324ADC,0x80324BD8,0x80324C00,0x80324C24,0x80324C4C,0x80324C70,0x80324DA0,0x80324E54,0x80324FB0,0x803257C4,0x80325AA8,0x80325B0C,0x80325C10,0x802E4DA0,0x80235D20,0x00000000,0x8032710C,0x80327D74,0x00000000,0x802F69C8,0x803032A4,0x80303300,0x80304A40,0x80306450,0x802E4550,0x802E853C,0x802EF138,0x8023A360,0x8023BE94,0x805C7000,0x80314600,0x8023C6F4,0x802FD400,0x805FC380,0x805FC368,0x805C6888,0x8031A5E0,0x802EA0F4,31,0x80312B40,0x8030EAA8,0x8026B088,0x805FA2F8,0x8030D144,0x8030D108,0x00000000,0x8033AB2C,0x80303B54,0x802EA5E8
RW9XD01,0x80607614,0x80496370,0x804672E0,0x804626C4,0x804626EC,0x8045DA5C,0x8045DB40,0x804AB2A8,0x804AB488,0x804AB630,0x804ABF90,0x806EE490,0x806EE4E0,0x806EE510,0x806EE560,0x806F25E8,0x805EBBDC,0x805EC720,0x805EC378,0x805EC58C,0x805EC89C,0x805EC8B4,0x805ECFF4,0x805ED048,0x80A1000C,"lwz %r5, -0x47C4(%r13)","addi %r5, %r5, 0x59E0","lwz %r5, -0x47C4(%r13)",0x805E311C,0x805E3380,0x805E341C,0x805E2E30,0x8082C4B8,0x805EF074,0x805F473C,0x806E9924,0x00000000,0x00000000,0x00000000,0x00000000,0x805F37E4,0x805F39D8,0x80607E24,0x805E5C20,0x805E5D08,0x805E6374,0x805E6538,0x805E65DC,0x805E66C4,0x805E67AC,0x805E68A8,0x805E68D0,0x805E68F4,0x805E691C,0x805E6940,0x805E6A70,0x805E6B24,0x805E6C80,0x805E7494,0x805E7778,0x805E77DC,0x805E78E0,0x805EF46C,0x8045E968,0x80623C98,0x805DDF3C,0x805DECE8,0x00000000,0x80601638,0x8060DE9C,0x8060DEF8,0x8060F638,0x80611048,0x805EEC0C,0x805F2598,0x805F9DA8,0x80463730,0x80465414,0x8082D540,0x8061F1F8,0x80465C74,0x80607BE0,0x80832890,0x80832878,0x8082C4B8,0x8062A478,0x805F43B0,31,0x8061D738,0x806196A0,0x804B2708,0x808308A0,0x80617D3C,0x80617D00,0x00000000,0x804991D4,0x8060E74C,0x805F48A4
SQDED00,0x8024F460,0x800B7948,0x80084380,0x8007FFF0,0x80080030,0x8007BA60,0x8007BB20,0x800D5040,0x800D5230,0x800D53E0,0x800D5C80,0x80350FE8,0x80351038,0x80351068,0x803510B8,0x80351B10,0x80249840,0x8024A380,0x80249FD8,0x8024A1EC,0x8024A500,0x8024A518,0x8024AC74,0x8024ACC8,0x80A1000C,"lwz %r5, -0x5A00(%r13)","addi %r5, %r5, 0x59C4","lwz %r5, -0x5A00(%r13)",0x801CF174,0x801CF380,0x801CF41C,0x801CEDDC,0x8046FA80,0x00000000,0x8027F030,0x8033BAB4,0x00000000,0x00000000,0x00000000,0x00000000,0x8027E140,0x8027E330,0x8024FD20,0x801D1E84,0x801D1F6C,0x801D25D8,0x801D279C,0x801D2840,0x801D2928,0x801D2A10,0x801D2B0C,0x801D2B34,0x801D2B58,0x801D2B80,0x801D2BA4,0x801D2CD4,0x801D2D88,0x801D2EE4,0x801D36F8,0x801D39DC,0x801D3A40,0x801D3B44,0x802798A0,0x8007C6D0,0x8026CA68,0x801CA208,0x801CAEF0,0x80290F70,0x00000000,0x80256350,0x802563B0,0x80257B0C,0x80259540,0x80278D00,0x8027CE00,0x00000000,0x80081000,0x80082BC0,0x804701C0,0x80267E98,0x00000000,0x8024FA80,0x80474C98,0x80474C88,0x8046FA80,0x80273A20,0x8027ECE0,31,0x802668A0,0x80262470,0x800DBF10,0x80472DC8,0x80260870,0x8026074C,0x00000000,0x800B9AD8,0x80256C40,0x8027F178
SVTPD00,0x8059D090,0x80403770,0x803DA190,0x803D5F50,0x803D5F90,0x803D1210,0x803D1300,0x804185D0,0x804187C0,0x80418970,0x80419210,0x8088AE18,0x8088AE68,0x8088AE98,0x8088AEE8,0x8088B9D0,0x80597AF0,0x80598640,0x80598290,0x805984A4,0x805987C0,0x805987D8,0x80598F34,0x80598F88,0x80A1000C,"lwz %r5, 0x380(%r26)","addi %r5, %r5, 0x59C4","lis %r5, 0x80BC; lwz %r5, -0x3E80(%r5)",0x80570ED0,0x805710DC,0x80571178,0x80570B38,0x80BBBE00,0x00000000,0x8057ACA0,0x8088FA34,0x00000000,0x00000000,0x00000000,0x00000000,0x8057BF8C,0x8057C180,0x8059DDA0,0x80573BE0,0x80573CC8,0x80574334,0x805744F8,0x8057459C,0x80574684,0x8057476C,0x80574868,0x80574890,0x805748B4,0x805748DC,0x80574900,0x80574A30,0x80574AE4,0x80574C40,0x80575454,0x80575738,0x8057579C,0x805758A0,0x805C8250,0x803D20F0,0x805BAF54,0x8056BF64,0x8056CC4C,0x8058F624,0x00000000,0x805A40E0,0x805A4140,0x805A58C8,0x805A7400,0x805C7580,0x8057ABA0,0x00000000,0x803D6F60,0x803D8A30,0x80BBC4A8,0x805B61AC,0x00000000,0x8059DAE0,0x80BBB4B0,0x80BBB498,0x80BBBE00,0x00000000,0x8057CB78,30,0x805B4AE0,0x805B0670,0x8041F430,0x80893B50,0x805AEA70,0x805AE950,0x00000001,0x80405948,0x805A49E0,0x8057D01C
SNCJD00,0x80687920,0x8037B194,0x803442B0,0x8033FE10,0x8033FE50,0x8033B0D0,0x8033B1C0,0x80393F90,0x80394180,0x80394330,0x80394CC0,0x807BF768,0x807BF7B8,0x807BF7E8,0x807BF838,0x807B72A8,0x806D2680,0x806D31D0,0x806D2E20,0x806D3034,0x806D3350,0x806D3368,0x806D3AC4,0x806D3B18,0x80A1000C,"lwz %r5, 0x380(%r26)","addi %r5, %r5, 0x59C4","lis %r5, 0x808C; lwz %r5, -0x3820(%r5)",0x8067F514,0x8067F720,0x8067F7BC,0x8067F17C,0x808BC460,0x806B17F0,0x806B56C0,0x9015AA34,0x00000000,0x00000000,0x00000000,0x00000000,0x806B69AC,0x806B6BA0,0x80688620,0x80682224,0x8068230C,0x80682978,0x80682B3C,0x80682BE0,0x80682CC8,0x80682DB0,0x80682EAC,0x80682ED4,0x80682EF8,0x80682F20,0x80682F44,0x80683074,0x80683128,0x80683284,0x80683A98,0x80683D7C,0x80683DE0,0x80683EE4,0x806B1C90,0x8033BFB0,0x806A4ED4,0x8067A5A8,0x8067B290,0x806CA154,0x00000000,0x8068E840,0x8068E8A0,0x8069000C,0x80691A50,0x806B1340,0x806B55C0,0x00000000,0x80340E60,0x80342AF0,0x808B9F20,0x806A022C,0x00000000,0x80688360,0x808BBB10,0x808BBAF8,0x808BC460,0x00000000,0x806B7678,30,0x8069EC10,0x8069A7C0,0x8039BDB0,0x808F2D08,0x80698D90,0x80698C78,0x00000001,0x8037D94C,0x8068F140,0x806B7B1C
RJ2ED00,0x802495EC,0x800429C4,0x80018DE0,0x80013930,0x80013958,0x8000EE3C,0x8000EEF4,0x80056520,0x80056700,0x800568A8,0x80057208,0x802C9E60,0x802C9EB0,0x802C9EE0,0x802C9F30,0x802C71F8,0x8026E008,0x8026EB4C,0x8026E7A4,0x8026E9B8,0x8026ECC8,0x8026ECE0,0x8026F420,0x8026F474,0x80A1000C,"lwz %r5, -0x65EC(%r13)","addi %r5, %r5, 0x59E0","lwz %r5, -0x65EC(%r13)",0x800AA468,0x800AA6CC,0x800AA768,0x800AA1A0,0x80395E00,0x00000000,0x8022E6D0,0x802BE41C,0x00000000,0x00000000,0x00000000,0x00000000,0x8022D81C,0x8022DA10,0x80249DFC,0x80224D04,0x80224DEC,0x80225458,0x8022561C,0x802256C0,0x802257A8,0x80225890,0x8022598C,0x802259B4,0x802259D8,0x80225A00,0x80225A24,0x80225B54,0x80225C08,0x80225D64,0x80226578,0x8022685C,0x802268C0,0x802269C4,0x802240B0,0x8000FC8C,0x00000000,0x800A564C,0x800A62B4,0x80243314,0x8024349C,0x8024FA5C,0x8024FAB8,0x802511F8,0x80252C08,0x80223584,0x8022C5F0,0x00000000,0x8001536C,0x80017000,0x80394340,0x80260F84,0x80017860,0x80249BB8,0x80397B78,0x80397B60,0x80395E00,0x80266F64,0x8022E3C8,31,0x8025F4C4,0x8025B424,0x8005D76C,0x803967B0,0x802598FC,0x802598C0,0x00000000,0x80044ED0,0x8025030C,0x8022E838
RK2ED00,0x80302FB0,0x801D2BDC,0x801E9CD0,0x801E6020,0x801E6048,0x801E1E58,0x801E1F3C,0x80216D90,0x80216F70,0x80217118,0x80217A78,0x803E1700,0x803E1750,0x803E1780,0x803E17D0,0x803E2140,0x802FE43C,0x802FEF80,0x802FEBD8,0x802FEDEC,0x802FF0FC,0x802FF114,0x802FF854,0x802FF8A8,0x80A1000C,"lwz %r5, -0x5124(%r13)","addi %r5, %r5, 0x59E0","lwz %r5, -0x5124(%r13)",0x802F4E74,0x802F5080,0x802F511C,0x802F4BDC,0x8052C3A0,0x802F9A2C,0x8032FFFC,0x803DE41C,0x00000000,0x00000000,0x00000000,0x00000000,0x802F9AE8,0x802F9CE0,0x80303684,0x802F7550,0x802F7638,0x802F7CA4,0x802F7D78,0x802F8010,0x802F80F8,0x802F81E0,0x802F82DC,0x802F8304,0x802F8328,0x802F8350,0x802F8374,0x802F84A4,0x802F8558,0x802F86B4,0x802F8EB0,0x802F9194,0x802F92FC,0x802F9400,0x802FA004,0x801D0FF4,0x80320C1C,0x802EEBDC,0x802EF7E8,0x00000000,0x8033AE64,0x8030AA64,0x8030AAC0,0x8030C07C,0x8030D9E0,0x802F95DC,0x8032E774,0x80334488,0x801E708C,0x801E86E8,0x8052CB60,0x8031AACC,0x801E8F48,0x80303440,0x80534F40,0x80534F30,0x8052C3A0,0x803272D4,0x8032FC90,31,0x80319004,0x80314FB4,0x80215800,0x00000000,0x80313650,0x80313614,0x00000000,0x801D4E9C,0x8030B22C,0x80330164
